Unnamed: 0,Product Name,Rating,Rating Info,RAM/ROM,Display,Camera,Battery,Processor,Warranty,Price,Original Price,Offer,Deals,Exchangable_amount
68,"POCO M6 Plus 5G (Misty Lavender, 128 GB)",4.2,"15,318 Ratings & 914 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Battery,Snapdragon 4 Gen2 AE Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,899","₹17,999",39% off,Bank Offer,"₹8,450"
69,"REDMI A4 (Sparkle Purple, 128 GB)",4.3,"11,155 Ratings & 479 Reviews",4 GB RAM | 128 GB ROM,17.48 cm (6.88 inch) Display,50MP Rear Camera,5160 mAh Battery,,,"₹8,984","₹11,999",25% off,Bank Offer,
70,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",4.4,"1,01,865 Ratings & 5,310 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,999","₹25,999",19% off,Super Deals,"₹16,650"
71,"realme P3x 5G (Lunar Silver, 128 GB)",4.4,"19,892 Ratings & 812 Reviews",8 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Full HD Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6400 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,499","₹17,999",30% off,,"₹9,750"
72,"Infinix Note 50s 5G+ (Marine Drift, 128 GB)",4.4,"7,376 Ratings & 479 Reviews",6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty for Handset and 6 Months Warranty for Accessories,"₹15,999","₹19,999",20% off,Bank Offer,"₹12,550"
73,Micromax X1i Smart,3.8,"2,782 Ratings & 165 Reviews",32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.08MP Rear Camera,1200 mAh Battery,,One Year Manufacturer Warranty,₹948,"₹1,799",47% off,Super Deals,
74,"realme P3x 5G (Stellar Pink, 128 GB)",4.4,"60,539 Ratings & 2,262 Reviews",6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Full HD Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6400 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,499","₹16,999",32% off,Bank Offer,"₹8,950"
75,"IQOO Z10R 5G (Moonstone, 128 GB)",4.4,"2,179 Ratings & 124 Reviews",8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,,1 Year Warranty,"₹18,803","₹23,499",19% off,,"₹14,800"
76,"POCO C71 (Cool Blue, 64 GB)",3.8,"46,431 Ratings & 2,129 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.48 cm (6.88 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,5200 mAh Battery,Unisoc T7250 Max clock speed: 2 x A75@1.8GHz 6 x A55@1.6GHz Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,199","₹8,999",31% off,Bank Offer,"₹4,600"
77,"Ai+ Pulse (Black, 64 GB)",4.3,"34,161 Ratings & 2,128 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,T615 Processor,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹5,999","₹7,999",25% off,Bank Offer,"₹4,450"
78,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Enchanted Purple, 128 GB)",4.3,"14,713 Ratings & 1,351 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories,"₹11,999","₹14,999",20% off,Bank Offer,"₹9,300"
79,HOTLINE Classic H17,3.7,100 Ratings & 4 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) NA Display,0.3MP Rear Camera,1000 mAh Battery,,3 Months Manufacturer Warranty,₹480,₹999,51% off,Bank Offer,
80,"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)",4.2,"1,536 Ratings & 63 Reviews",4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,6000 mAh Battery,,1 Year Warranty,"₹10,429","₹13,999",25% off,,"₹8,000"
81,"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)",4.3,"1,825 Ratings & 138 Reviews",16 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,6000 mAh Battery,Dimensity 8350 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹35,999","₹42,999",16% off,Super Deals,"₹28,450"
82,"Infinix NOTE 50s 5G+ 45W Charger In the Box & AI (Mystic Plum, 128 GB)",4.4,"7,376 Ratings & 479 Reviews",6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty for Handset and 6 Months Warranty for Accessories,"₹15,999","₹19,999",20% off,,"₹12,550"
83,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)",4.4,"66,020 Ratings & 3,322 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5500 mAh Battery,7s Gen 2 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹17,999","₹20,999",14% off,Super Deals,
84,"REDMI A4 5G only on Jio SIM (Starry Black, 64 GB)",4.3,"11,155 Ratings & 479 Reviews",4 GB RAM | 64 GB ROM,17.48 cm (6.88 inch) Display,50MP Rear Camera,5160 mAh Battery,,,"₹7,973","₹10,999",27% off,Super Deals,
85,"Motorola g45 5G (Brilliant Blue, 128 GB)",4.3,"2,42,645 Ratings & 12,087 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹11,999","₹14,999",20% off,Bank Offer,"₹9,300"
86,"OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box (Icy Purple, 256 GB)",4.5,"64,785 Ratings & 3,929 Reviews",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 2MP | 16MP Front Camera,7000 mAh Battery,Snapdragon 6 Gen 4 Processor,1 Year Warranty on the Product and 6 Months Warranty on Inbox Accessories,"₹19,999","₹24,999",20% off,,"₹15,700"
87,"OnePlus Nord CE5 5G (Marble Mist, 128 GB)",4.5,"4,706 Ratings & 266 Reviews",8 GB RAM | 128 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7100 mAh Battery,,1 Year Warranty,"₹24,555","₹24,999",1% off,,"₹19,500"
88,"realme 15x 5G (Marine Blue, 128 GB)",4.4,"2,130 Ratings & 167 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.27 cm (6.8 inch) Display,50MP Rear Camera | 50MP Front Camera,7000 mAh Battery,Dimensity 6300 6nm Octa-core chipset Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,499","₹18,999",7% off,Bank Offer,"₹13,800"
89,"POCO M6 Plus 5G (Ice Silver, 128 GB)",4.2,"15,318 Ratings & 914 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,108MP + 2MP | 13MP Front Camera,5030 mAh Battery,Snapdragon 4 Gen2 AE Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,637","₹17,999",40% off,,"₹8,200"
90,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 256 GB)",4.6,"40,708 Ratings & 2,259 Reviews",8 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹52,999","₹79,999",33% off,Super Deals,"₹42,600"
91,"POCO C75 5G (Enchanted Green, 128 GB)",4.2,"1,29,220 Ratings & 5,807 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5160 mAh Battery,4s Gen 2 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹8,199","₹11,499",28% off,Super Deals,"₹6,250"
92,"Infinix SMART 10 (Titanium Silver, 64 GB)",4.3,718 Ratings & 52 Reviews,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5000 mAh Battery,UniSoc T7250 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹6,799","₹8,999",24% off,Bank Offer,"₹5,100"
93,"Ai+ Pulse (Blue, 64 GB)",4.3,"34,161 Ratings & 2,128 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,T615 Processor,1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹5,999","₹7,999",25% off,Bank Offer,"₹4,450"
94,"MOTOROLA g35 5G (Guava Red, 128 GB)",4.2,"1,04,748 Ratings & 6,733 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,T760 Processor,,"₹9,999","₹12,499",20% off,,"₹7,700"
95,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",4.4,"1,01,865 Ratings & 5,310 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,999","₹25,999",19% off,Bank Offer,"₹16,650"
96,"realme 15x 5G (Maroon Red, 128 GB)",4.4,"2,130 Ratings & 167 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.27 cm (6.8 inch) Display,50MP Rear Camera | 50MP Front Camera,7000 mAh Battery,Dimensity 6300 6nm Octa-core chipset Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,499","₹18,999",7% off,Bank Offer,"₹13,800"
97,"vivo T4x 5G (Marine Blue, 128 GB)",4.4,"1,80,231 Ratings & 8,062 Reviews",6 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP + 2MP | 8MP Front Camera,6500 mAh Battery,Dimensity 7300 5G Processor,1 Year Warranty for Device and 6 Months Warranty for Accessories,"₹14,499","₹17,999",19% off,Bank Offer,"₹11,250"
98,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 256 GB)",4.4,"66,020 Ratings & 3,322 Reviews",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5500 mAh Battery,7s Gen 2 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹19,999","₹22,999",13% off,Bank Offer,"₹15,700"
99,"Motorola G85 5G (Cobalt Blue, 128 GB)",4.4,"2,50,584 Ratings & 12,456 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,6s Gen 3 Processor,,"₹15,999","₹20,999",23% off,Bank Offer,"₹12,550"
100,"MOTOROLA G96 5G (Pantone Cattleya Orchid, 128 GB)",4.4,"66,020 Ratings & 3,322 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5500 mAh Battery,7s Gen 2 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹17,999","₹20,999",14% off,Bank Offer,"₹14,050"
101,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",4.5,"69,788 Ratings & 5,424 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹12,999","₹16,999",23% off,,"₹10,100"
102,"POCO M7 5G (Ocean Blue, 128 GB)",4.1,"58,019 Ratings & 2,740 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹8,999","₹12,999",30% off,Super Deals,"₹6,900"
103,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",4.4,"18,393 Ratings & 1,438 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,999","₹15,999",25% off,Bank Offer,"₹9,300"
104,"MOTOROLA g35 5G (Guava Red, 128 GB)",4.2,"1,652 Ratings & 73 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Battery,T760 Processor,,"₹11,999","₹15,499",22% off,Bank Offer,"₹9,300"
105,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)",4.3,419 Ratings & 18 Reviews,4 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,6000 mAh Battery,,1 Year Warranty,"₹10,564","₹13,999",24% off,,"₹8,150"
106,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",4.3,"20,257 Ratings & 1,319 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Super HD Display,50MP + 8MP | 32MP Front Camera,6720 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹17,999","₹19,999",10% off,Bank Offer,"₹14,050"
107,"Motorola G85 5G (Olive Green, 128 GB)",4.4,"2,50,584 Ratings & 12,456 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,6s Gen 3 Processor,,"₹15,999","₹20,999",23% off,Bank Offer,"₹12,550"
108,"Samsung M36 5G (Light Green, 128 GB)",4.2,885 Ratings & 44 Reviews,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Warranty,"₹14,477","₹22,999",37% off,Super Deals,
109,"Google Pixel 9A (Obsidian, 256 GB)",4.4,"3,675 Ratings & 272 Reviews",8 GB RAM | 256 GB ROM,15.96 cm (6.285 inch) Full HD+ Display,48MP + 12MP | 12MP Front Camera,5100 mAh Battery,Tensor G4 Processor,1 Year Domestic Warranty,"₹44,999","₹49,999",10% off,Super Deals,"₹35,600"
110,"REDMI 13 5G (Orchid Pink, 128 GB)",4.2,"13,467 Ratings & 727 Reviews",8 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor,,"₹12,218","₹19,999",38% off,Super Deals,
111,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Titanium Grey, 128 GB)",4.3,"14,713 Ratings & 1,351 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty on the Handset and 6 Months Warranty on the In-box Accessories,"₹11,999","₹14,999",20% off,,"₹9,300"
112,"vivo T4x 5G (Glacial Teal, 128 GB)",4.4,"1,34,136 Ratings & 6,451 Reviews",8 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP + 2MP | 8MP Front Camera,6500 mAh Battery,Dimensity 7300 5G Processor,1 Year Warranty for Device and 6 Months Warranty for Accessories,"₹15,499","₹19,499",20% off,Super Deals,"₹12,150"
113,"vivo Y19e (Majestic Green, 64 GB)",4.3,"2,833 Ratings & 96 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) Display,13MP + 0.08MP | 5MP Front Camera,5500 mAh Battery,T7225 Processor,1 Year Warranty on the Product and 6 Months Warranty on the Accessories,"₹7,999","₹11,999",33% off,,
114,"POCO F7 5G (Phantom Black, 512 GB)",4.4,"15,611 Ratings & 1,575 Reviews",12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,50MP Rear Camera | 20MP Front Camera,7550 mAh Li-Polymer + Silicon Carbon Battery,8s Gen 4 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹32,999","₹37,999",13% off,Bank Offer,"₹26,200"
115,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",4.4,"46,130 Ratings & 1,441 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.12 cm (6.74 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Battery,Dimensity 6300 5G Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,499","₹14,999",23% off,Bank Offer,"₹8,950"
116,"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)",4.2,"9,367 Ratings & 545 Reviews",6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹13,999","₹17,499",20% off,Bank Offer,"₹11,000"
117,"REDMI A4 5G only on Jio SIM (Sparkle Purple, 64 GB)",4.3,"11,155 Ratings & 479 Reviews",4 GB RAM | 64 GB ROM,17.48 cm (6.88 inch) Display,50MP Rear Camera,5160 mAh Battery,,,"₹7,999","₹10,999",27% off,Super Deals,
118,"realme Narzo 80 Lite 4G (Beach Gold, 128 GB)",4.3,728 Ratings & 39 Reviews,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) HD+ Display,13MP Rear Camera,6300 mAh Battery,,1 year brand Warranty,"₹8,374","₹10,999",23% off,Super Deals,
119,"vivo T4x 5G (Glacial Teal, 256 GB)",4.4,"1,34,136 Ratings & 6,451 Reviews",8 GB RAM | 256 GB ROM,17.07 cm (6.72 inch) Display,50MP + 2MP | 8MP Front Camera,6500 mAh Battery,Dimensity 7300 5G Processor,1 Year Warranty for Device and 6 Months Warranty for Accessories,"₹17,499","₹20,999",16% off,Super Deals,"₹13,800"
120,"Google Pixel 9A (Iris, 256 GB)",4.4,"3,675 Ratings & 272 Reviews",8 GB RAM | 256 GB ROM,15.96 cm (6.285 inch) Full HD+ Display,48MP + 12MP | 12MP Front Camera,5100 mAh Battery,Tensor G4 Processor,1 Year Domestic Warranty,"₹44,999","₹49,999",10% off,,"₹35,600"
121,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,4.1,"23,720 Ratings & 1,386 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) Quarter QVGA Display,0.8MP + 0MP | 0MP Front Camera,1900 mAh Battery,Unisoc Processor,,"₹1,349","₹1,799",25% off,Bank Offer,
122,"CMF by Nothing Phone 2 Pro (White, 128 GB)",4.4,"56,624 Ratings & 3,886 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.2 cm (6.77 inch) Display,50MP + 50MP + 8MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Pro 5G Processor,1 Year Manufacturing Warranty,"₹17,999","₹22,999",21% off,Super Deals,"₹14,050"
123,Kechaoda A26_Pink,4,"1,858 Ratings & 48 Reviews",32 MB RAM | 16 GB ROM | Expandable Upto 32 MB,1.68 cm (0.66 inch) NA Display,0MP | 0MP Front Camera,800 mAh Battery,NA Processor,1 Year Company Domestic Warranty by Company Authorized Service Center.,₹884,"₹1,499",41% off,Bank Offer,
124,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",4.4,"40,686 Ratings & 2,162 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹22,999","₹27,999",17% off,Super Deals,"₹17,850"
125,"Nothing Phone (3a) (White, 256 GB)",4.5,"48,998 Ratings & 3,532 Reviews",8 GB RAM | 256 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty,"₹26,999","₹29,999",10% off,Bank Offer,"₹21,200"
126,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,4.1,"23,720 Ratings & 1,386 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) Quarter QVGA Display,0.8MP + 0MP | 0MP Front Camera,1900 mAh Battery,Unisoc Processor,,"₹1,349","₹1,799",25% off,Bank Offer,
127,"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)",4.2,"9,367 Ratings & 545 Reviews",6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹13,999","₹17,499",20% off,Bank Offer,"₹11,000"
128,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,4.1,"23,720 Ratings & 1,386 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) Quarter QVGA Display,0.8MP + 0MP | 0MP Front Camera,1900 mAh Battery,Unisoc Processor,,"₹1,349","₹1,799",25% off,Bank Offer,
129,"Apple iPhone 16 (White, 256 GB)",4.6,"1,77,938 Ratings & 5,611 Reviews",,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,,"A18 Chip, 6 Core Processor Processor",,"₹79,900",,,,"₹55,250"
130,"Nothing Phone (3a) (Blue, 128 GB)",4.5,"48,998 Ratings & 3,532 Reviews",8 GB RAM | 128 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty,"₹24,999","₹27,999",10% off,Bank Offer,"₹19,600"
131,"Nothing Phone (3a) (Black, 128 GB)",4.5,"48,998 Ratings & 3,532 Reviews",8 GB RAM | 128 GB ROM,43.66 cm (17.19 cm) Full HD+ Display,50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) | 32MP Front Camera,5000 mAh Battery,7s Gen3 Processor,1 Year Manufacturing Warranty,"₹24,999","₹27,999",10% off,Bank Offer,"₹19,600"
132,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",4.4,"1,01,865 Ratings & 5,310 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 13MP | 32MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,999","₹25,999",19% off,Super Deals,"₹16,650"
133,"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)",4.3,"3,236 Ratings & 129 Reviews",6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,32MP Rear Camera,6000 mAh Battery,,1 Year Warranty,"₹10,721","₹14,999",28% off,,"₹8,300"
