Unnamed: 0,Product Name,Rating,Rating Info,RAM/ROM,Display,Camera,Battery,Processor,Warranty,Price,Original Price,Offer,Deals,Exchangable_amount
439,"realme P4 Pro 5G (Birch Wood, 256 GB)",4.4,"2,763 Ratings & 240 Reviews",12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Snapdragon 7 Gen 4 Mobile Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹26,999","₹32,999",18% off,,"₹21,200"
440,"realme P4 Pro 5G (Birch Wood, 256 GB)",4.4,"13,337 Ratings & 1,122 Reviews",8 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Snapdragon 7 Gen 4 Mobile Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹24,999","₹30,999",19% off,,"₹19,600"
441,"OnePlus 13s 5G (Green Silk, 512 GB)",4.5,"1,050 Ratings & 79 Reviews",12 GB RAM | 512 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,,1 Year Warranty,"₹56,462","₹62,999",10% off,Bank Offer,"₹42,800"
442,"realme Narzo 80 Lite 4G (Obsidian Black, 128 GB)",4.3,728 Ratings & 39 Reviews,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) HD+ Display,13MP Rear Camera,6300 mAh Battery,,1 year brand Warranty,"₹8,458","₹10,999",23% off,Bank Offer,
443,"realme P3 5G (Nebula Pink, 256 GB)",4.4,"21,327 Ratings & 1,375 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹18,499","₹22,999",19% off,,
444,Kechaoda A26,4,"29,435 Ratings & 1,618 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) QVGA Display,0MP | 0MP Front Camera,800 mAh Battery,NA Processor,,₹889,"₹1,499",40% off,Bank Offer,
445,"OnePlus 13s 5G (Black Velvet, 512 GB)",4.5,"1,050 Ratings & 79 Reviews",12 GB RAM | 512 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,,1 Year Warranty,"₹56,240","₹62,999",10% off,Super Deals,"₹42,800"
446,"realme P3 5G (Space Silver, 128 GB)",4.4,"30,580 Ratings & 1,959 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,6 Gen 4 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹15,999","₹19,999",20% off,,"₹12,550"
447,Kechaoda A26,4,"29,435 Ratings & 1,618 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) Display,,800 mAh Battery,,,₹889,"₹1,499",40% off,Bank Offer,
448,"IQOO Neo 10R 5G (Raging Blue, 128 GB)",4.5,"4,577 Ratings & 295 Reviews",8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,6400 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹26,050","₹31,999",18% off,Bank Offer,"₹20,550"
449,"OnePlus 13s 5G (Black Velvet, 256 GB)",4.5,"1,050 Ratings & 79 Reviews",12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,,1 Year Warranty,"₹52,999","₹57,999",8% off,Bank Offer,"₹42,600"
450,"Motorola Edge 50 Fusion (Hot Pink, 256 GB)",4.4,"1,70,275 Ratings & 11,360 Reviews",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Processor,,"₹20,999","₹27,999",25% off,Bank Offer,"₹16,650"
451,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",4.6,"40,708 Ratings & 2,259 Reviews",8 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹47,999","₹74,999",36% off,Super Deals,"₹38,000"
452,"Infinix NOTE 50s 5G+ 45W Charger In the Box & AI (Mystic Plum, 128 GB)",4.4,"7,376 Ratings & 479 Reviews",6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty for Handset and 6 Months Warranty for Accessories,"₹15,999","₹19,999",20% off,Bank Offer,"₹12,550"
453,"OnePlus 13s 5G (Pink Satin, 256 GB)",4.5,"1,050 Ratings & 79 Reviews",12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,,1 Year Warranty,"₹52,199","₹57,999",10% off,Bank Offer,"₹41,400"
454,"realme 14x 5G (Jewel Red, 128 GB)",4.3,"13,350 Ratings & 663 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹14,999","₹16,999",11% off,Bank Offer,"₹11,750"
455,"realme 14x 5G (Crystal Black, 128 GB)",4.4,"7,923 Ratings & 402 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹15,999","₹17,999",11% off,Bank Offer,"₹12,550"
456,"realme 14x 5G (Golden Glow, 128 GB)",4.4,"7,923 Ratings & 402 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,6000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹15,999","₹17,999",11% off,Bank Offer,"₹12,550"
457,"REDMI 14C 5G (Stargaze Black, 128 GB)",4.2,"7,758 Ratings & 387 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹9,389","₹13,999",32% off,Bank Offer,
458,"IQOO Z10R 5G (Moonstone, 256 GB)",4.2,198 Ratings & 14 Reviews,12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,,1 Year Warranty,"₹22,968","₹26,999",14% off,Bank Offer,"₹17,850"
459,"REDMI 13 5G (Orchid Pink, 128 GB)",4.2,"13,467 Ratings & 727 Reviews",8 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor,,"₹12,218","₹19,999",38% off,Super Deals,"₹9,450"
460,"LAVA Storm Play 5G (Dune Titanium, 128 GB)",4.3,80 Ratings & 6 Reviews,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Handset Warranty and 6 Months Warranty on Accessories,"₹10,349","₹13,499",23% off,Bank Offer,
461,"Apple iPhone 16 Pro (Black Titanium, 256 GB)",4.7,"26,630 Ratings & 1,151 Reviews",,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,,"A18 Pro Chip, 6 Core Processor Processor",,"₹1,19,900",,,Bank Offer,"₹55,250"
462,"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Marine Drift, 128 GB)",4.4,"23,196 Ratings & 2,005 Reviews",8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty for Handset and 6 Months Warranty for Accessories,"₹16,999","₹21,999",22% off,Bank Offer,"₹13,400"
463,"POCO X7 Pro 5G (Nebula Green, 256 GB)",4.4,"7,222 Ratings & 737 Reviews",12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP + 8MP | 20MP Front Camera,6550 mAh Battery,Dimensity D8400 Ultra Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹23,999","₹33,999",29% off,Bank Offer,"₹18,800"
464,"REDMI 13 5G (Black Diamond, 128 GB)",4.3,"47,703 Ratings & 2,376 Reviews",6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD+ Display,108MP Rear Camera,5030 mAh Battery,Qualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor,,"₹11,989","₹17,999",33% off,Bank Offer,"₹9,300"
465,itel Ace2 Power,4.1,587 Ratings & 33 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,,2500 mAh Battery,,12+1 Months Domestic Warranty for device 6 months for accessories,"₹1,149","₹1,399",17% off,Bank Offer,
466,"Apple iPhone 16 Plus (White, 256 GB)",4.6,"3,922 Ratings & 208 Reviews",,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,,"A18 Chip, 6 Core Processor Processor",,"₹86,999","₹89,900",3% off,,"₹55,250"
467,"Samsung Galaxy A16 5G (Light Green, 128 GB)",4.2,"3,644 Ratings & 161 Reviews",6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,"₹13,800","₹19,999",30% off,Bank Offer,"₹10,750"
468,"IQOO Neo 10 (Titanium Chrome, 256 GB)",4.5,702 Ratings & 50 Reviews,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display,50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera,7000 mAh Battery,Qualcomm Processor,,"₹37,990","₹40,999",7% off,Bank Offer,"₹29,500"
469,"Samsung M06 5G (Sage Green, 128 GB)",3.9,477 Ratings & 30 Reviews,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,788","₹13,999",22% off,Super Deals,"₹8,350"
470,"realme 14 Pro+ 5G (Pearl White, 512 GB)",4.4,"7,948 Ratings & 877 Reviews",12 GB RAM | 512 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹29,999","₹39,999",25% off,Super Deals,"₹23,700"
471,"Samsung Galaxy A35 5G (Awesome Iceblue, 256 GB)",4.4,"56,687 Ratings & 3,337 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹23,999","₹36,999",35% off,Bank Offer,"₹18,800"
472,Kechaoda A27,4,"15,513 Ratings & 856 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) NA Display,0.5MP | 0MP Front Camera,800 mAh Battery,NA Processor,,₹884,"₹1,499",41% off,Bank Offer,
473,LAVA Hero Shakti 2025,4.1,"2,520 Ratings & 153 Reviews",,4.57 cm (1.8 inch) QVGA Display,0MP | 0MP Front Camera,800 mAh Battery,Mtk Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,₹935,"₹1,199",22% off,Bank Offer,
474,"POCO C71 - Locked with Airtel Prepaid (Desert Gold, 64 GB)",3.8,"46,431 Ratings & 2,129 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.48 cm (6.88 inch) HD+ Display,32MP Rear Camera | 8MP Front Camera,5200 mAh Battery,Unisoc T7250 Max clock speed: 2 x A75@1.8GHz 6 x A55@1.6GHz Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹5,749","₹8,999",36% off,Bank Offer,"₹4,250"
475,"realme P4 Pro 5G (Birch Wood, 128 GB)",4.4,"13,337 Ratings & 1,122 Reviews",8 GB RAM | 128 GB ROM,17.27 cm (6.8 inch) Display,50MP + 8MP | 50MP Front Camera,7000 mAh Battery,Snapdragon 7 Gen 4 Mobile Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹22,999","₹28,999",20% off,Bank Offer,"₹17,850"
476,"Motorola g45 5G (Pink Lavender, 128 GB)",4.3,"2,42,645 Ratings & 12,087 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹11,999","₹14,999",20% off,Bank Offer,"₹9,300"
477,"Samsung Galaxy F16 5G (Vibing Blue, 128 GB)",4.2,"3,237 Ratings & 200 Reviews",8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹15,499","₹18,999",18% off,Super Deals,"₹12,150"
478,Kechaoda A27,4,"15,513 Ratings & 856 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) QVGA Display,0MP | 0MP Front Camera,800 mAh Battery,NA Processor,1 Year Company Domestic Warranty by Company Authorized Service Center.,₹873,"₹1,499",41% off,Bank Offer,
479,"Google Pixel 10 (Indigo, 256 GB)",4.5,828 Ratings & 63 Reviews,12 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Quad HD+ Display,48MP + 13MP + 10.8MP | 10.5MP Front Camera,4970 mAh Battery,Tensor G5 Processor,1 Year Domestic Warranty,"₹79,999",,,Bank Offer,"₹55,250"
480,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)",4.4,"56,687 Ratings & 3,337 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹21,999","₹33,999",35% off,Bank Offer,"₹17,400"
481,"REDMI 14C 5G (Starlight Blue, 64 GB)",4.2,"7,758 Ratings & 387 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹9,499","₹12,999",26% off,Bank Offer,
482,"Samsung Galaxy A06 5G (Black, 64 GB)",4.1,"2,009 Ratings & 127 Reviews",4 GB RAM | 64 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Li-ion Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹8,904","₹11,999",25% off,Super Deals,"₹6,800"
483,"Tecno Pova Curve 5G (Magic Silver, 128 GB)",4.4,"1,797 Ratings & 194 Reviews",6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Manufacturer Warranty for Handset,"₹15,999","₹18,999",15% off,Bank Offer,"₹12,550"
484,"KARBONN K2Stylo,Dual SIM Keypad Mobile 2.4''LCD 1750mAh Battery Type C Memory Card 32GB",4.2,121 Ratings & 9 Reviews,35 MB RAM | 45 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) FWVGA Display,0.5MP Rear Camera | 0.5MP Front Camera,1750 mAh Battery,NA Processor,,"₹1,323","₹1,790",26% off,Bank Offer,
485,"KARBONN K2Stylo,Dual SIM Keypad Mobile 2.4''LCD 1750mAh Battery Type C Memory Card 32GB",4.2,121 Ratings & 9 Reviews,35 MB RAM | 45 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) FWVGA Display,0.5MP Rear Camera | 0.5MP Front Camera,1750 mAh Battery,NA Processor,,"₹1,323","₹1,790",26% off,Bank Offer,
486,"LAVA Bold N1 Pro (Titanium Gold, 128 GB)",4,174 Ratings & 12 Reviews,4 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Handset Warranty and 6 Months Warranty on Accessories,"₹7,398","₹8,399",11% off,Bank Offer,
487,"Motorola g45 5G (Pantone Moss, 128 GB)",4.3,"2,42,645 Ratings & 12,087 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹11,999","₹14,999",20% off,Bank Offer,"₹9,300"
488,"Google Pixel 10 (Indigo, 256 GB)",4.5,828 Ratings & 63 Reviews,12 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Quad HD+ Display,48MP + 13MP + 10.8MP | 10.5MP Front Camera,4970 mAh Battery,Tensor G5 Processor,1 Year Domestic Warranty,"₹79,999",,,Bank Offer,"₹55,250"
489,"REDMI A3X (Ocean Green, 64 GB)",4.1,"9,422 Ratings & 392 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,890","₹10,499",34% off,Bank Offer,
490,"Tecno Pova Curve 5G (Neon Cyan, 128 GB)",4.4,"1,797 Ratings & 194 Reviews",6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Manufacturer Warranty for Handset,"₹15,999","₹18,999",15% off,Bank Offer,"₹12,550"
491,"Tecno Pova Curve 5G (Geek Black, 128 GB)",4.3,"1,145 Ratings & 124 Reviews",8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Manufacturer Warranty for Handset,"₹17,999","₹19,999",10% off,Bank Offer,"₹14,050"
492,"Samsung Galaxy F06 5G (Lit Violet, 64 GB)",4.1,"34,383 Ratings & 2,062 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹8,999","₹12,499",28% off,Super Deals,"₹6,900"
493,"Samsung Galaxy S25 5G (Silver Shadow, 256 GB)",4.6,"2,651 Ratings & 303 Reviews",12 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Elite Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹80,999",,,Bank Offer,"₹55,250"
494,"Infinix Hot 60 5G+ (Tundra Green, 128 GB)",4.3,"2,173 Ratings & 123 Reviews",6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,Dimensity 7020 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,499","₹13,999",25% off,Bank Offer,"₹8,000"
495,"Infinix Hot 60 5G+ (Caramel Glow, 128 GB)",4.3,"2,173 Ratings & 123 Reviews",6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,Dimensity 7020 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,499","₹13,999",25% off,Bank Offer,"₹8,000"
496,"Infinix Hot 60 5G+ (Sleek Black, 128 GB)",4.3,"2,173 Ratings & 123 Reviews",6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,Dimensity 7020 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,499","₹13,999",25% off,,"₹8,000"
497,Kechaoda A27,4,"15,513 Ratings & 856 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,1.68 cm (0.66 inch) FWVGA+ Display,,800 mAh Battery,,,₹879,"₹1,499",41% off,Bank Offer,
498,"Google Pixel 10 (Frost, 256 GB)",4.5,828 Ratings & 63 Reviews,12 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Quad HD+ Display,48MP + 13MP + 10.8MP | 10.5MP Front Camera,4970 mAh Battery,Tensor G5 Processor,1 Year Domestic Warranty,"₹79,999",,,Bank Offer,"₹55,250"
499,"REDMI A3X (Ocean Green, 128 GB)",4.1,"9,422 Ratings & 392 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,499","₹10,999",40% off,Bank Offer,"₹4,900"
500,"REDMI A3X (Ocean Green, 64 GB)",4,"12,837 Ratings & 561 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,699","₹9,999",33% off,Bank Offer,"₹5,000"
501,"REDMI A3X (Midnight Black, 64 GB)",4,"12,837 Ratings & 561 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,699","₹9,999",33% off,Bank Offer,"₹5,000"
502,"Samsung M36 5G (Velvet Black / Black, 128 GB)",4.1,177 Ratings & 6 Reviews,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Warranty,"₹16,343","₹24,499",33% off,Bank Offer,"₹12,850"
503,"Tecno Pova 7 5G (Oasis Green, 256 GB)",4.4,"7,053 Ratings & 539 Reviews",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Manufacturer Warranty for Phone,"₹15,999","₹19,999",20% off,,"₹12,550"
504,"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB)",4.4,"1,70,275 Ratings & 11,360 Reviews",12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Processor,,"₹20,999","₹27,999",25% off,Bank Offer,"₹16,650"
505,"LAVA A5 2023 Keypad Mobile, LED Torch, FM Radio,Call Recording, Expandable Upto 32 GB",3.9,438 Ratings & 23 Reviews,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,₹987,"₹1,699",41% off,Super Deals,
506,"Tecno Pova 7 5G (Magic Silver, 128 GB)",4.4,"7,053 Ratings & 539 Reviews",8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Manufacturer Warranty for Phone,"₹13,749","₹18,999",27% off,Bank Offer,"₹10,750"
507,"IQOO Z10 5G (Stellar Black / Black, 128 GB)",4.4,"4,067 Ratings & 195 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,7300 mAh Battery,,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,234","₹25,999",22% off,Super Deals,"₹16,050"
508,Kechaoda K28,4,"5,134 Ratings & 378 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,1 Year Manufacturer Warranty,"₹1,290","₹1,390",7% off,Bank Offer,
509,Jmax Blink Flip,3.4,61 Ratings & 4 Reviews,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,1MP Rear Camera,2500 mAh Battery,,1 Year Domestic Warranty 7698174900,₹999,"₹1,999",50% off,Bank Offer,
510,"REDMI A3X (Starry White, 128 GB)",4.1,"9,422 Ratings & 392 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹7,190","₹10,999",34% off,Bank Offer,
511,"Samsung Galaxy S24 Ultra 5G (Titanium Violet, 256 GB)",4.6,"7,007 Ratings & 525 Reviews",12 GB RAM | 256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,5000 mAh Battery,Snapdragon 8 Gen 3 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹89,802","₹1,34,999",33% off,Bank Offer,"₹55,250"
512,"OPPO F29 Pro 5G (Granite Black, 128 GB)",4.4,"1,647 Ratings & 121 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7300 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,478","₹32,999",37% off,Super Deals,"₹16,100"
513,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",4.1,"34,383 Ratings & 2,062 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹8,999","₹12,499",28% off,Bank Offer,"₹6,900"
